edad,ingresos_mensuales,antiguedad_meses,gasto_anual,visitas_web_mes,puntuacion_satisfaccion,region,canal_preferido,estado_civil,tipo_membresia,segmento_cliente
30,2500,16,4247.64,10,10,Centro,Web,Union_libre,Basica,Medio
71,4892.17,,8393.81,8,9.6,Centro,App_movil,Divorciado,Plata,Medio
40,6894.87,80,6402.43,10,8.1,Occidente,Tienda,Divorciado,Basica,Alto
42,7840.51,24,12193.01,124,7.3,Centro,Tienda,Soltero,Plata,Medio
26,2500,23,6626.28,311,7.1,Sureste,Tienda,Casado,Platino,Premium
42,2574.71,70,945865.75,,7.1,Norte,App_movil,Casado,Basica,Premium
32,2500,,3533.24,4,6.3,Sur,Web,Viudo,Basica,Bajo
41,2500,19,5368.91,18,9,Norte,App_movil,Casado,Plata,Muy_bajo
18,2662.62,0,3765.07,8,6.2,Sur,Telefono,Casado,Plata,Muy_bajo
18,2500,9,4251.74,8,8.9,Occidente,Web,Union_libre,Plata,Muy_bajo
55,5505,78,9798.81,13,7.7,Norte,Web,Casado,Basica,Alto
18,3515.3,8,6396.47,4,6.3,Centro,App_movil,Soltero,Plata,Muy_bajo
28,2775.76,,4311.57,0,5.6,Centro,App_movil,Casado,Plata,Bajo
32,2500,14,6448.78,10,8.7,Occidente,App_movil,Union_libre,Oro,Medio
18,2500,9,3319.77,8,4.4,Centro,Tienda,Soltero,Basica,Muy_bajo
37,2500,47,7620.78,14,5.8,Norte,App_movil,Soltero,Plata,Bajo
57,2500,46,3740.87,15,8.5,Sureste,Tienda,Casado,Basica,Bajo
54,5901.71,13,12135.92,12,7.1,Sur,Telefono,Divorciado,Oro,Alto
53,3859.72,95,9497.91,14,4.2,Occidente,Tienda,Divorciado,Plata,Medio
18,2500,0,4378.59,10,5.6,Norte,Tienda,Soltero,Plata,Muy_bajo
59,2500,114,5706.83,13,5.6,Norte,Tienda,Casado,Plata,Medio
52,2500,91,3681.58,1,8.7,Norte,App_movil,Union_libre,Basica,Medio
29,3866.68,22,3716.16,0,6.9,Sur,Web,Divorciado,Basica,Muy_bajo
21,2500,19,3081.79,4,5.6,Centro,Web,Soltero,Basica,Muy_bajo
49,2500,73,4562.86,9,8.2,Centro,Tienda,Casado,Plata,Medio
49,7979.26,94,12970.03,3,6.8,Centro,App_movil,Casado,Plata,Alto
40,2500,14,6649.45,12,4.3,Norte,Telefono,Casado,Platino,Alto
26,2666.71,20,3352.36,6,6.9,Sur,App_movil,Casado,Basica,Muy_bajo
54,2993.58,10,3650.72,5,8.2,Norte,Web,Union_libre,Basica,Bajo
56,3105.89,55,9972.49,16,4.4,Centro,Web,,Oro,Alto
20,2500,0,4131.98,22,6.4,Sur,Web,Soltero,Basica,Muy_bajo
29,3187.12,16,9641.58,11,3.9,Centro,Web,Viudo,Platino,Alto
50,3145.31,71,10987.94,14,6.3,Centro,App_movil,Casado,Oro,Alto
33,3333.4,14,5016.75,11,5.2,Centro,Web,Casado,Basica,Muy_bajo
32,11142.71,30,8882.71,13,5.2,Sur,Telefono,Casado,Basica,Alto
29,2500,24,3486.67,6,6.8,Centro,Web,,Plata,Muy_bajo
44,3403.14,14,6538.48,15,4.2,Norte,Telefono,Soltero,,Muy_bajo
30,2500,24,3733.46,0,7.3,Occidente,App_movil,Union_libre,Basica,Muy_bajo
64,6171.75,92,6571.73,6,4.3,Occidente,Web,Casado,,Medio
26,5212.83,0,8164.8,18,4.7,Centro,Web,Casado,Plata,Muy_bajo
29,3160.99,18,4694.35,3,3.6,Norte,Web,Soltero,Plata,Muy_bajo
42,,60,6060.03,7,,Sureste,Tienda,Casado,Plata,Medio
50,4081.43,50,7511.78,5,9.9,Sureste,App_movil,Casado,Plata,Alto
18,4065.34,1,13383.16,16,5.6,Centro,Tienda,Soltero,Platino,Premium
36,2500,44,7729.24,13,6,,App_movil,Casado,Oro,Alto
61,2500,26,2504.53,9,6.7,Sureste,Telefono,Viudo,Basica,Muy_bajo
23,2847.06,6,11246.83,12,7.3,Norte,App_movil,Casado,Platino,Alto
33,2906.54,34,4285.33,12,6.8,Sur,Tienda,,Basica,Muy_bajo
60,6630.2,,4616.93,8,4.6,Sureste,Tienda,Union_libre,Basica,Alto
,2500,50,9254.73,4,5.6,Sur,App_movil,Divorciado,Platino,Premium
42,,41,7697.66,18,6.9,Centro,Telefono,Soltero,Plata,Medio
60,4989.53,86,7080.21,14,7.4,Norte,Tienda,Soltero,Basica,Medio
22,3183.46,2,6036.76,16,7.2,Sureste,Tienda,Casado,Plata,Bajo
56,2500,10,2547.3,10,8,Centro,Tienda,Casado,Basica,Muy_bajo
42,2500,19,3133.06,14,4.5,Occidente,App_movil,Union_libre,Basica,Muy_bajo
28,7614.54,24,10215.85,10,4.1,Sur,Web,Soltero,Plata,Muy_bajo
47,5112.3,1,8127.7,10,6.9,Centro,App_movil,Soltero,Basica,Muy_bajo
64,2500,55,6737.06,10,6.1,Norte,Telefono,Casado,Oro,Alto
50,6426.15,43,10133.33,16,8.3,Sureste,App_movil,Soltero,Plata,Bajo
44,2500,49,5906.1,11,7.6,Sur,Web,Soltero,Plata,Medio
47,2500,23,4921.42,10,7.3,Norte,Tienda,Casado,Plata,Muy_bajo
21,6990.84,12,10748.92,6,7.7,Sureste,App_movil,Soltero,Plata,Bajo
44,4023.03,24,7463.13,11,7.7,Sureste,,Casado,Basica,Bajo
35,3756.51,21,8518.88,10,4.4,Centro,Telefono,Soltero,Oro,Alto
26,4384.38,9,8013.69,19,7.8,Sureste,Web,Soltero,,Muy_bajo
43,3455.91,15,4166.82,3,3.4,Occidente,Tienda,Soltero,Basica,Muy_bajo
20,2500,4,3050.04,4,8.4,,Web,Casado,Basica,Bajo
61,12279.73,26,20473.72,9,7.1,Centro,Tienda,Soltero,Plata,Medio
33,2500,37,,15,9.3,Norte,App_movil,Soltero,Basica,Muy_bajo
39,2500,61,3555.13,7,7.7,Centro,Web,Casado,Basica,Bajo
54,3029.95,105,5224.9,8,7.2,Sureste,Web,Soltero,Basica,Alto
37,3796.5,0,4861.49,7,5.5,Norte,Tienda,Casado,Basica,Muy_bajo
28,2500,52,6117.58,,,Sureste,App_movil,Casado,Plata,Medio
32,2500,20,10257.19,18,5.9,Sur,Tienda,Casado,Oro,Alto
50,2628.37,57,4528.6,9,9.1,Centro,,Soltero,Basica,Medio
44,2500,0,2886.57,11,8.8,Sureste,App_movil,Casado,Basica,Muy_bajo
59,2500,50,4531.51,9,9.7,Occidente,App_movil,Divorciado,Plata,Medio
50,4669.18,91,4685.03,13,6,Centro,Tienda,Casado,Basica,Medio
47,2500,8,2801.05,5,8.6,Sureste,Tienda,Soltero,Basica,Muy_bajo
64,5107.23,41,7221,8,7.7,Sur,App_movil,Soltero,Basica,Medio
22,2607.81,14,5293.64,2,6,Sureste,App_movil,Soltero,Oro,Bajo
40,7174.76,41,16601.51,,5.3,Sureste,App_movil,Casado,Oro,Premium
30,3072.58,34,10090.73,10,9.5,Sureste,App_movil,,Oro,Alto
39,,66,2733.06,6,7.5,Centro,Tienda,Soltero,Basica,Medio
34,6002.19,14,7494.22,16,8.7,Centro,Tienda,Soltero,Basica,Bajo
52,2979.04,67,2955.14,10,8.3,Centro,Web,Soltero,Basica,Medio
24,2963.44,15,4904.99,6,6.3,Occidente,App_movil,Union_libre,Basica,Muy_bajo
54,2500,99,6433.36,9,7.8,Sur,App_movil,Soltero,Plata,Medio
36,2849.13,10,5966.94,19,6.7,Occidente,App_movil,Casado,Plata,Bajo
44,4241.46,59,6702.8,10,5.2,Occidente,Web,,Basica,Medio
59,3190.04,119,6294.57,7,10,Sureste,App_movil,Casado,Basica,Alto
48,2500,64,3711.1,2,9,Centro,Tienda,Casado,Plata,Bajo
32,3126.13,11,5706.04,8,7.5,Norte,Tienda,,Oro,Medio
61,3875.61,85,5437.43,9,5,Sur,Tienda,Soltero,Basica,Medio
20,2500,11,8301.39,15,7,Norte,App_movil,Soltero,Oro,Medio
,2554.47,45,3409.22,15,4.3,Centro,Tienda,Soltero,Basica,Muy_bajo
47,2500,52,4857.55,11,7,,Web,Casado,Basica,Medio
25,9993.21,10,14017.34,8,7.8,Sureste,Tienda,Union_libre,Plata,Medio
28,2590.98,10,3429.66,10,7.9,Norte,App_movil,Soltero,Basica,Muy_bajo
52,2500,69,5617.57,12,6.9,Norte,Tienda,Casado,Plata,Bajo
29,2500,26,2751.81,4,3.5,Occidente,Tienda,Soltero,Basica,Muy_bajo
20,2500,0,9468.9,14,6.6,Centro,App_movil,Soltero,Platino,Premium
18,5605.89,,6381.27,6,6.3,Norte,Tienda,Soltero,Basica,Bajo
19,3250.24,6,5728.46,,7.2,Norte,App_movil,Casado,Oro,Bajo
68,7593.72,52,10210.07,14,4.7,Norte,App_movil,Casado,Plata,Medio
36,2500,24,4546.6,11,6.9,Sureste,Tienda,Casado,Basica,Muy_bajo
32,3623.7,27,6742.51,6,7.6,Centro,Tienda,Soltero,Plata,Bajo
38,4802.92,42,8404.58,8,7.3,Centro,Tienda,Casado,Plata,Medio
33,2500,36,3313.8,4,8.2,Centro,App_movil,Soltero,Basica,Bajo
33,3104.83,22,3009.57,321,6,Centro,Telefono,Soltero,Basica,Bajo
23,4186.15,21,2648.91,0,6.4,Occidente,Telefono,Union_libre,Basica,Muy_bajo
37,3577.09,24,3876.17,4,2.7,Sur,Tienda,Viudo,Basica,Muy_bajo
38,2802,59,4382.86,,6.2,Norte,Web,Casado,Basica,Muy_bajo
28,2500,9,5469.59,14,4.4,Sur,Web,Viudo,Basica,Muy_bajo
33,6599.67,32,10640.96,10,6.3,Norte,Telefono,Casado,Oro,Alto
38,2709.57,28,5616.96,7,5.8,Norte,App_movil,Soltero,Basica,Muy_bajo
49,6790.62,72,10800.49,11,7.5,Centro,Web,Soltero,Plata,Bajo
23,2844.95,0,4412.66,6,8.3,Norte,Web,Union_libre,,Muy_bajo
39,2500,24,3884.31,16,3.2,Sur,Tienda,Union_libre,Basica,Muy_bajo
63,3348.32,93,6555.7,10,6.2,Centro,App_movil,Casado,Plata,Medio
29,3740.24,6,3804.03,4,,Sureste,Telefono,Divorciado,Plata,Muy_bajo
37,4521.63,28,9337.51,,7.2,Occidente,Tienda,Soltero,Oro,Alto
,,39,5405.17,23,8.5,Sureste,Web,Casado,Basica,Bajo
37,2914.31,26,11095.61,12,6.4,Sureste,App_movil,Soltero,Platino,Premium
41,,33,4462.52,4,5.1,Norte,App_movil,Soltero,Basica,Muy_bajo
43,3528.03,94,7449.29,,8.2,Centro,App_movil,Soltero,Basica,Alto
25,4087.7,5,,14,8.3,Centro,App_movil,Casado,Basica,Muy_bajo
38,2654.24,13,2147.99,1,6.6,Sur,Telefono,Soltero,Basica,Muy_bajo
43,2500,48,5635.42,7,7.8,Occidente,Web,Divorciado,Plata,Bajo
41,4935.59,40,9702.26,13,7.4,Sureste,Web,Soltero,Plata,Muy_bajo
43,4555.57,,4538,8,7.4,Sur,Tienda,Casado,Basica,Muy_bajo
43,5120.46,63,6232.59,4,7.1,Sureste,Web,Casado,Basica,Alto
29,2500,27,2640.95,5,6.5,Sureste,Web,Casado,Basica,Muy_bajo
51,2500,55,3876.24,7,6.9,Sur,Telefono,Soltero,Basica,Muy_bajo
32,2500,11,4270.16,7,10,Norte,App_movil,Casado,Plata,Muy_bajo
44,2500,9,4396.91,16,6.1,Sureste,App_movil,,Basica,Muy_bajo
30,5023.67,5,6883.09,8,4.7,Norte,App_movil,Casado,Basica,Muy_bajo
18,4509.45,0,11402.76,1,8.3,Sur,App_movil,Casado,Platino,Alto
53,5044.13,47,9089.95,2,8.9,Sur,Telefono,Casado,Platino,Premium
19,9636.55,11,12336.77,14,4.9,Norte,Web,Casado,,Medio
29,,30,6098.63,6,6.2,,App_movil,Casado,Oro,Alto
30,2500,10,3878.81,13,8.6,Sur,App_movil,,Basica,Bajo
25,3707.13,4,8896.53,14,6.5,Centro,App_movil,,Plata,Bajo
43,3530.79,18,3034.85,7,4.1,Centro,Tienda,Casado,Basica,Muy_bajo
40,,11,4734.06,13,9.7,Norte,App_movil,Casado,Basica,Muy_bajo
23,2717.94,16,4269.65,,6.2,Centro,Tienda,Soltero,Plata,Muy_bajo
18,2500,0,8759.25,14,5.2,Occidente,Tienda,Casado,Platino,Alto
49,2500,64,2686.82,18,7.5,Occidente,Telefono,Casado,Basica,Bajo
25,2500,26,6937.3,4,6.1,Occidente,Tienda,Union_libre,Platino,Alto
39,2500,32,4878.33,11,6.2,Centro,,Union_libre,Plata,Bajo
34,2864.57,19,3766.14,13,7.2,Norte,Telefono,Divorciado,Basica,Muy_bajo
24,7429.75,18,9533.95,10,7.4,Norte,App_movil,Casado,Plata,Bajo
42,9592.8,68,14495.84,8,7.3,Occidente,Web,Casado,Plata,Alto
41,3063.18,15,4705.88,8,8.4,Norte,Web,Casado,Plata,Bajo
42,2816.27,47,7548.57,14,6.1,Norte,Web,Casado,Oro,Alto
60,2500,72,6166.88,19,7.3,Sureste,App_movil,Casado,Plata,Bajo
43,2500,38,5402.9,7,8.8,Occidente,App_movil,Casado,Plata,Bajo
22,3461.18,20,6189.85,22,7.7,Sureste,Tienda,Casado,Plata,Muy_bajo
33,2500,9,4804.25,14,7.5,Centro,App_movil,Casado,Plata,Muy_bajo
41,2500,0,4044.35,6,8.2,Sur,Tienda,Casado,,Muy_bajo
46,2500,57,7201.93,12,7.8,Occidente,Tienda,Divorciado,Oro,Alto
18,5219.01,2,6200.1,11,4.7,Sur,App_movil,Casado,Basica,Muy_bajo
27,4436.45,25,8566.76,7,6,Occidente,Web,Casado,Oro,Alto
64,3920.52,87,6471.79,7,5.9,Sur,App_movil,Casado,Basica,Bajo
41,4043.08,5,3687.4,2,8.3,Centro,Tienda,Soltero,Basica,Muy_bajo
28,2500,8,3178.44,6,6.9,Centro,Web,Casado,Basica,Muy_bajo
32,2500,32,4493.56,5,4.1,Sur,App_movil,Soltero,Plata,Medio
52,2500,81,7567.6,10,5.9,Sur,Tienda,Casado,Oro,Alto
43,2500,72,4470.35,18,4.3,Sureste,,Divorciado,Basica,Muy_bajo
44,7642.21,1,14811.98,11,4.3,Centro,Web,Soltero,Oro,Alto
35,9667.92,53,11491.82,5,4.1,Centro,App_movil,Divorciado,Basica,Bajo
28,4156.2,23,4697.29,8,5.6,Centro,Tienda,Soltero,Basica,Muy_bajo
36,3169.01,17,3643.71,5,4.3,Norte,Web,Casado,Basica,Muy_bajo
18,2500,0,3385.59,2,3.7,Sur,Tienda,Soltero,Basica,Muy_bajo
28,2500,12,2979.24,5,3.7,Norte,Telefono,Soltero,Basica,Muy_bajo
,3680.87,4,5672.28,10,6.4,Centro,Tienda,Soltero,Basica,Muy_bajo
35,2500,40,,11,6.9,Norte,App_movil,Casado,Plata,Bajo
41,3558.67,37,,0,5.8,Centro,App_movil,Casado,,Bajo
43,3313.37,38,7144.99,10,7,Sureste,Web,Soltero,Plata,Muy_bajo
45,7659.03,26,11209.87,5,6.9,Sur,Telefono,Soltero,Oro,Bajo
38,4209,29,6024.88,9,7.7,Norte,Tienda,Casado,Basica,Muy_bajo
61,5006.6,54,10188.77,1,8.5,Sureste,Tienda,Soltero,Oro,Medio
73,8902.02,68,8948.34,12,7.6,Sur,Web,Casado,Plata,Alto
25,7296.32,32,4942.77,10,5.4,Centro,Tienda,Union_libre,Basica,Medio
37,4382.81,31,5374.62,3,7.8,Norte,Web,Casado,Basica,Bajo
23,2500,0,1967.85,4,6.9,Centro,Tienda,Casado,Basica,Muy_bajo
35,2500,0,3660.37,,6.1,Centro,Web,Divorciado,Basica,Muy_bajo
40,2971.43,30,3428.22,8,6.7,Norte,Web,Soltero,Basica,Bajo
48,2552.12,31,2784.09,5,6.1,Centro,Tienda,Casado,Basica,Bajo
38,5440.63,75,8557.18,12,7.3,Norte,Web,Soltero,Plata,Alto
46,2500,47,2816.64,10,7,Norte,Tienda,Soltero,Basica,Bajo
18,2644.7,0,10810.51,20,5.4,Norte,Web,Casado,Platino,Alto
50,2500,101,6934.44,14,10,Norte,App_movil,Casado,Plata,Alto
28,5155.62,22,7773.61,9,5.6,Centro,Web,Soltero,Oro,Alto
26,2710.88,24,3735.33,2,6.6,Sureste,Telefono,Casado,Plata,Muy_bajo
31,4002.47,8,5355.61,11,6.6,Centro,App_movil,Casado,Basica,Muy_bajo
24,5718.64,4,11782.76,11,7.6,Norte,App_movil,Divorciado,Oro,Alto
43,3156.78,28,5469.95,6,9.2,Sur,App_movil,Casado,Plata,Medio
55,6238.02,14,5263.92,,9,Occidente,Web,Divorciado,Basica,Muy_bajo
53,2500,26,11362.31,18,8.6,Norte,App_movil,Casado,Platino,Premium
24,2500,4,9375.34,14,5.3,Centro,App_movil,Viudo,Oro,Medio
40,6111.09,36,11129.74,5,5.7,Sur,App_movil,Casado,,Muy_bajo
28,4265.74,33,,10,4.3,Sureste,Tienda,Soltero,Oro,Alto
32,3881.02,21,6667.14,7,6.3,Occidente,Tienda,Soltero,Oro,Medio
,6183.34,22,8965.09,8,7.1,Centro,App_movil,Divorciado,Basica,Muy_bajo
43,4971.51,52,11030.66,8,8,Centro,Web,Divorciado,Plata,Alto
64,6404.71,45,8916.86,17,5.6,Sureste,Tienda,Soltero,Basica,Bajo
33,4464.8,2,9141.63,7,6.5,Centro,Web,Casado,Oro,Medio
21,7356.72,7,7644.18,3,6.3,Centro,Tienda,Casado,Basica,Muy_bajo
33,2951.15,18,4501.88,12,6.4,Norte,App_movil,Casado,Basica,Bajo
32,2500,9,7823.74,13,5,Occidente,App_movil,Casado,Platino,Alto
46,4370.27,24,5533.4,7,4.8,Occidente,Web,Soltero,Basica,Muy_bajo
59,4894.52,30,4403.61,0,7.1,Occidente,App_movil,Casado,Basica,Bajo
50,8621.95,0,25746.99,11,6.5,Sureste,App_movil,Soltero,Platino,Premium
44,2774.3,22,4736.51,7,5.8,Centro,Tienda,Soltero,Plata,Bajo
33,2500,28,3248.24,11,3.4,Occidente,Tienda,,Basica,Muy_bajo
48,2833.54,83,6049.82,13,9.1,Sur,App_movil,Soltero,Plata,Medio
36,5606.9,19,5994.18,10,7.1,Centro,App_movil,Soltero,Plata,Bajo
30,5472.65,15,14854.35,6,4.1,Occidente,App_movil,Soltero,Oro,Medio
36,5730.57,26,8106.71,18,7.7,Centro,Tienda,Union_libre,Basica,Medio
30,2500,7,5939.3,10,8.1,Sur,Web,Casado,Platino,Premium
49,3875.04,40,6060.25,16,6.8,Centro,Web,Viudo,Basica,Medio
49,4510.69,11,8223.54,8,6.8,Occidente,Web,Casado,Plata,Muy_bajo
35,2500,6,2334.13,0,7.1,Centro,Tienda,Union_libre,Basica,Muy_bajo
58,7048.44,69,598248.3,2,8.4,Occidente,Web,Casado,Oro,Premium
18,5144.9,0,5486.49,11,8.8,Norte,Tienda,Soltero,Basica,Muy_bajo
26,4222.04,23,4842.87,2,7.2,Centro,Web,Casado,Basica,Muy_bajo
37,2500,29,2571.11,9,7.5,Centro,Web,Casado,Basica,Muy_bajo
42,3175.79,53,6533.75,10,9.1,Centro,Tienda,Soltero,Basica,Medio
69,3443.32,96,9966.42,4,6.6,Sur,App_movil,Casado,Oro,Premium
50,4456.02,6,9225.17,3,9,Sureste,Tienda,Casado,Platino,Premium
27,4321.99,21,6791.81,1,5.1,Sur,App_movil,Casado,Plata,Muy_bajo
54,2500,53,2667.5,6,5.7,Centro,Tienda,Soltero,Basica,Bajo
50,2751.51,70,5980.54,23,5.6,Centro,Tienda,Union_libre,Basica,Bajo
47,5407.87,28,5458.77,7,5.1,Norte,Web,Divorciado,Basica,Muy_bajo
20,2500,0,2577.95,3,7.9,Centro,Tienda,Soltero,Plata,Muy_bajo
41,2500,16,3736.06,6,5.2,Sur,Tienda,Viudo,Plata,Bajo
48,2500,44,3841.83,7,8.9,Occidente,App_movil,Casado,Basica,Bajo
33,2500,0,3142.88,18,9.1,Centro,Tienda,Soltero,Basica,Bajo
20,3367.3,16,,7,8.6,Centro,App_movil,Union_libre,Plata,Muy_bajo
38,2500,34,2439.53,,6.7,Sur,Web,Casado,Plata,Bajo
46,2500,51,2967.33,6,6.6,Centro,Tienda,Casado,Basica,Muy_bajo
19,3025,9,4671.57,8,7.2,Centro,Web,Soltero,Basica,Muy_bajo
18,4288.93,0,4492.05,16,7.8,Norte,Telefono,Soltero,Basica,Muy_bajo
18,3363.85,0,3438.06,13,8.4,Centro,Web,Union_libre,Basica,Muy_bajo
35,2500,10,2626.3,5,9.3,Norte,Web,Soltero,Plata,Bajo
25,5571.15,2,8410.76,19,,Occidente,Web,Casado,Basica,Bajo
51,2793.02,4,3240.39,15,5.5,Sur,Telefono,Casado,Basica,Muy_bajo
53,2637.44,14,3846.96,6,4.7,Sureste,Tienda,Casado,Basica,Muy_bajo
18,2500,4,3309.71,9,7.9,Sur,App_movil,Soltero,Plata,Muy_bajo
32,2800.94,24,10345.77,8,6.8,Centro,App_movil,Casado,Platino,Alto
18,7536.52,3,14315.66,7,8.6,Norte,App_movil,Soltero,Oro,Alto
42,5614.93,71,14316.79,7,5.9,Sureste,App_movil,Casado,Oro,Alto
52,8011.3,15,8355.72,9,6.4,Occidente,App_movil,Divorciado,Basica,Muy_bajo
35,4823.15,40,5894.01,,8.5,Sureste,Tienda,Casado,Basica,Medio
26,5627.34,14,6809.63,12,7.3,Occidente,Tienda,Casado,Basica,Muy_bajo
36,2500,21,3036.02,1,4.6,Sur,Tienda,Casado,Basica,Muy_bajo
42,5110.66,23,8335.72,12,7.2,Sureste,Web,Casado,Plata,Bajo
35,2500,33,4558.01,7,8.3,Sur,App_movil,Soltero,Basica,Muy_bajo
45,3883.02,,10871.21,13,7.8,Norte,Tienda,Union_libre,Platino,Premium
38,3414.52,11,6662.4,4,7.4,Centro,Web,Divorciado,Oro,Alto
49,2500,90,6817.46,315,7.8,Centro,Web,Soltero,Oro,Alto
66,2500,114,6898.9,11,8.8,Centro,Web,Divorciado,Plata,Alto
50,7397.64,88,9425.95,14,6.3,Norte,Tienda,Soltero,Basica,Medio
27,2500,23,3542.26,12,7,Centro,Telefono,Casado,Basica,Muy_bajo
49,2500,0,5690.45,7,7.4,Sur,Tienda,Soltero,Oro,Medio
42,6191.99,4,10239.15,3,8.2,Norte,Tienda,Soltero,Oro,Alto
52,5420.33,61,4694.7,2,9.2,Norte,App_movil,Viudo,Basica,Medio
28,2500,19,3084.21,5,7.6,Sureste,Web,Union_libre,Basica,Muy_bajo
49,4121.15,20,4480.54,6,,Centro,Web,,Plata,Muy_bajo
49,3549.04,61,5427.86,7,9.2,Centro,Tienda,Soltero,Basica,Medio
68,2500,11,,14,6.6,Centro,Tienda,Soltero,Basica,Muy_bajo
25,3113.17,0,4512.34,9,5.5,Sur,Web,Casado,Plata,Muy_bajo
18,5173.99,0,5049.12,14,6.8,Occidente,Telefono,Casado,Basica,Muy_bajo
54,4996.46,4,9622.55,21,6.1,Norte,App_movil,Casado,Basica,Bajo
39,2518.18,8,4014.23,12,5.6,Sur,Tienda,Casado,Basica,Muy_bajo
29,6013.82,12,17328.68,11,10,Centro,Tienda,Casado,Oro,Alto
56,5516.8,19,,5,6.2,Norte,Tienda,Union_libre,Basica,Bajo
23,3818.46,2,5459.34,15,7,Sureste,Tienda,Casado,Basica,Muy_bajo
35,3690.24,57,8124.84,14,4.5,Sureste,,Casado,Plata,Muy_bajo
51,6083.82,88,8983.6,10,6.3,Norte,App_movil,Casado,Basica,Medio
41,4212.63,13,9210,14,8.2,Sureste,Tienda,Casado,Oro,Medio
65,142537.95,28,4553.92,15,9.7,,Tienda,Casado,Basica,Premium
24,2500,15,3069.01,7,6,Centro,Telefono,Soltero,Basica,Bajo
51,3707.45,16,6041.93,12,7.3,Centro,App_movil,Casado,Basica,Muy_bajo
26,2951.87,19,4195.26,15,8,Sur,Tienda,Casado,Basica,Muy_bajo
39,5946.68,39,,11,7.3,Occidente,App_movil,Casado,Plata,Medio
49,4265.6,54,11068,8,8.2,Occidente,,Casado,Oro,Premium
51,10098.98,4,12482.55,4,7.1,Sureste,Web,Casado,Oro,Alto
21,5505.14,9,6083.09,3,9.3,Sur,Web,Soltero,Plata,Muy_bajo
42,,1,3094.7,14,6,Centro,Tienda,Soltero,Basica,Muy_bajo
51,3597.97,36,3674.12,7,7.3,Sur,Tienda,Union_libre,Basica,Bajo
24,2500,9,7484.34,12,6.1,Centro,App_movil,Casado,Plata,Muy_bajo
32,177450.7,25,3562.49,2,5,Norte,Tienda,Soltero,Plata,Premium
110,2521.32,6,3542.38,0,6.8,Occidente,App_movil,Soltero,Plata,Muy_bajo
32,4835.96,9,7300.5,14,9.5,Occidente,Tienda,Union_libre,Plata,Muy_bajo
56,2500,112,8373.33,5,5.9,Centro,App_movil,Casado,Oro,Premium
40,4284.56,7,5757.84,10,8.4,Norte,App_movil,Casado,Basica,Bajo
57,2893.01,,7301.85,15,6.3,Centro,App_movil,Soltero,Oro,Alto
21,4088.64,12,,8,5.2,Sur,,Casado,Plata,Muy_bajo
38,6828.88,27,8577.2,17,7.7,Occidente,Tienda,Union_libre,Basica,Bajo
41,3931.14,64,5659.18,7,5.1,Norte,App_movil,Union_libre,Basica,Medio
52,2661.2,22,4902.85,8,6.9,Sureste,Telefono,Soltero,Oro,Alto
22,2646.31,13,3290.02,10,8.2,Sur,Web,Soltero,Basica,Muy_bajo
28,7301.18,17,8929.87,2,5.9,Centro,App_movil,Casado,Basica,Bajo
18,4055.62,9,6901.85,12,7.1,Centro,Tienda,Soltero,Plata,Muy_bajo
39,2500,69,5089.82,18,4.8,Sureste,Tienda,Soltero,Basica,Medio
18,280221.41,0,5974.15,4,8.2,Occidente,Telefono,Soltero,Platino,Premium
43,9495.15,24,11827.85,4,4.1,Occidente,Web,Soltero,Basica,Muy_bajo
25,3081.55,6,8114.57,18,6.7,Sur,Web,Casado,Plata,Muy_bajo
39,4229.89,25,6567.22,16,3,Norte,App_movil,Union_libre,Basica,Muy_bajo
46,6900.38,78,16409.94,7,,Norte,Telefono,Casado,Oro,Alto
46,,59,,7,7.2,Occidente,Tienda,Union_libre,Oro,Alto
30,,12,4474.98,15,6.5,Centro,Web,Casado,Basica,Muy_bajo
38,3440.22,12,4494.61,4,5.6,Centro,Tienda,Union_libre,Basica,Muy_bajo
29,6346.93,12,7561.15,12,6.5,Occidente,Web,Casado,Plata,Muy_bajo
19,5263.23,14,11418.07,16,5.7,Norte,Tienda,Casado,Oro,Alto
30,4388.11,14,5374.88,1,2.1,Sur,App_movil,Soltero,Basica,Bajo
55,2875.39,58,6880.74,12,7.5,Centro,Web,Casado,Plata,Alto
36,3926.38,36,4142.68,5,7.2,Norte,Web,Casado,Basica,Muy_bajo
35,2571.11,29,3080.01,13,6.1,Sureste,App_movil,Casado,Basica,Bajo
48,4453.41,72,13308.83,9,3.9,Occidente,Tienda,Casado,Platino,Premium
18,6979.61,2,9412.06,13,6.6,Occidente,App_movil,Casado,Plata,Bajo
35,2500,22,4553.21,6,7.7,Occidente,Telefono,Soltero,Oro,Bajo
28,4339.22,32,8583.77,11,5.7,Sureste,App_movil,Soltero,Plata,Bajo
55,2500,47,8449.96,12,7.1,Centro,App_movil,Casado,Oro,Alto
34,3819.85,15,5255.28,13,7.7,Norte,Tienda,,Basica,Muy_bajo
21,2500,9,5135.73,4,7.7,Centro,Web,Union_libre,Oro,Bajo
33,5724.87,15,,9,5.9,Centro,App_movil,Soltero,Basica,Muy_bajo
28,3986.76,28,5356.62,4,5.6,Centro,Web,Casado,Plata,Muy_bajo
24,2997.91,5,7828.19,4,7.4,Sureste,App_movil,Union_libre,Platino,Alto
41,2500,6,6889.32,13,5,Occidente,Tienda,Soltero,Oro,Medio
51,2500,7,5984.53,10,6.8,Norte,Telefono,Union_libre,Oro,Alto
